alpha,gamma,epsilon,epochs,final_distance,mean_distance,final_probability_train1_loop,mean_probability_train1_loop,final_probability_train2_loop,mean_probability_train2_loop
0.01,0.99,0.1,300,1.0,2.973333333333333,0.904,0.9779966666666666,0.0,0.0
